BY,ANNUM,Sex,SexCode,Weight,CG,CGcode,CaptLat,CaptLong,Reunite,EstAgeAtCap,DOB,DOC,LastAct,MinDaysAlive FromBirth,MinDaysAlive FromCapture,Fate,FateCode,LastLat,LastLong,COD,Comments,,
2018,2018214,m,1,10.20,Tikchik,0,59.8632,-157.7795,yes,2,5/12/18,5/14/18,10/13/18,154,152,mort,1,59.7966,-157.1925,unk pred,,,
2018,2018215,f,0,7.60,Tikchik,0,60.3789,-158.3000,searching,0,5/17/18,5/17/18,05/18/18,1,1,mort,1,60.3730,-158.3050,starvation,,,
2018,2018216,f,0,8.80,Tikchik,0,60.3910,-158.2924,yes,1,5/16/18,5/17/18,10/13/18,150,149,unk,0,60.7191,-160.1575,,,,
2018,2018217,f,0,6.60,Tikchik,0,60.4026,-158.2964,searching,0,5/17/18,5/17/18,05/20/18,3,3,mort,1,60.4010,-158.2940,brown bear,,,
2018,2018218,m,1,9.20,Tikchik,0,60.4108,-158.2928,yes,1,5/16/18,5/17/18,10/13/18,150,149,unk,0,60.4245,-159.7676,,,,
2018,2018219,f,0,,Tikchik,0,60.4115,-158.3459,yes,1,5/16/18,5/17/18,05/21/18,5,4,mort,1,60.4029,-158.5416,brown bear,,,
2018,2018220,m,1,7.00,Tikchik,0,60.4392,-158.4185,yes,0,5/17/18,5/17/18,11/12/18,179,179,mort,1,59.9424,-156.8789,unk pred,"Ramsey pick up, no notes on retrieval",,
2018,2018221,m,1,9.00,Tikchik,0,60.4563,-158.4206,yes,0,5/17/18,5/17/18,06/11/18,25,25,unk,0,60.4539,-161.3355,,,,
2018,2018222,m,1,10.20,Tikchik,0,60.4649,-158.4112,yes,0,5/17/18,5/17/18,10/13/18,149,149,unk,0,60.7675,-160.4083,,,,
2018,2018223,f,0,9.00,Tikchik,0,60.4329,-158.3520,yes,1,5/16/18,5/17/18,09/05/18,112,111,mort,1,60.4439,-159.6727,unk pred,,,
2018,2018224,m,1,8.80,Tikchik,0,60.4231,-158.3612,yes,1,5/16/18,5/17/18,06/11/18,26,25,mort,1,60.3873,-159.4832,unk pred,,,
2018,2018225,m,1,,Tikchik,0,60.4504,-158.2744,yes,0,5/19/18,5/19/18,06/11/18,23,23,mort,1,60.4157,-159.4038,unk pred,,,
2018,2018226,m,1,7.60,Tikchik,0,60.4557,-158.3229,searching,0,5/19/18,5/19/18,05/20/18,1,1,capture mort,2,60.4550,-158.3250,starvation,capture related,,
2018,2018227,m,1,,Tikchik,0,60.4667,-158.2067,yes,1,5/18/18,5/19/18,09/05/18,110,109,mort,1,60.5473,-159.6112,unk pred,,,
2018,2018228,f,0,8.00,Tikchik,0,60.4473,-158.2148,yes,1,5/18/18,5/19/18,05/24/18,6,5,mort,1,60.4630,-158.1333,brown bear,,,
2018,2018229,m,1,10.40,Tikchik,0,60.4494,-158.2818,yes,1,5/18/18,5/19/18,10/13/18,148,147,unk,0,60.2805,-161.1589,,,,
2018,2018230,m,1,8.40,Tikchik,0,60.4261,-158.4612,yes,1,5/18/18,5/19/18,06/11/18,24,23,mort,1,60.1678,-159.4892,unk pred,,,
2018,2018231,f,0,7.20,Tikchik,0,60.4498,-158.4357,yes,0,5/19/18,5/19/18,05/24/18,5,5,mort,1,60.4728,-158.3670,drowned,,,
2018,2018232,m,1,10.00,Tikchik,0,60.1847,-158.4602,unk,2,5/17/18,5/19/18,06/11/18,25,23,mort,1,60.0669,-159.8688,unk pred,,,
2018,2018233,f,0,6.00,Tikchik,0,60.3765,-158.6009,yes,0,5/21/18,5/21/18,10/13/18,145,145,unk,0,60.5550,-159.1424,,,,
2018,2018234,f,0,8.80,Tikchik,0,60.4078,-158.5175,yes,1,5/20/18,5/21/18,05/22/18,2,1,mort,1,60.4100,-158.5070,wolf,,,
2018,2018235,m,1,9.30,Tikchik,0,60.3676,-158.5723,yes,1,5/20/18,5/21/18,10/13/18,146,145,unk,0,60.9625,-160.5308,,,,
2018,2018236,unk,2,,Tikchik,0,60.3643,-158.5928,yes,1,5/20/18,5/21/18,05/24/18,4,3,mort,1,60.3720,-158.5780,brown bear,,,
2018,2018237,f,0,8.00,Tikchik,0,60.3178,-158.6496,yes,1,5/20/18,5/21/18,10/13/18,146,145,unk,0,60.2857,-160.6091,,,,
2018,2018238,f,0,7.20,Tikchik,0,60.3195,-158.6748,yes,1,5/20/18,5/21/18,06/11/18,22,21,unk,0,60.3998,-159.8481,,,,
2018,2018239,m,1,,Tikchik,0,60.3346,-158.6341,yes,0,5/21/18,5/21/18,05/26/18,5,5,mort,1,60.3360,-158.6310,unk pred,,,
2018,2018240,f,0,,Tikchik,0,60.3678,-158.5332,unk,0,5/21/18,5/21/18,06/11/18,21,21,unk,0,59.9761,-159.5585,,,,
2018,2018241,m,1,7.20,Tikchik,0,60.4216,-158.2613,yes,1,5/24/18,5/25/18,06/11/18,18,17,mort,1,59.9675,-159.6397,unk pred,,,
2018,2018242,f,0,,Tikchik,0,60.4297,-158.2383,yes,1,5/24/18,5/25/18,06/11/18,18,17,mort,1,59.9479,-159.7060,unk cause,,,
2018,2018243,m,1,,Tikchik,0,60.4068,-158.3264,yes,1,5/24/18,5/25/18,05/26/18,2,1,mort,1,60.3880,-158.2820,bear,,,
2019,2019100,m,1,,Tikchik,0,60.1542,-158.2927,yes,0,5/12/19,5/12/19,05/12/19,0,0,mort,1,60.3586,-158.5372,brown bear,,,
2019,2019101,m,1,,Tikchik,0,60.1576,-158.3194,searching,0,5/12/19,5/12/19,12/04/19,206,206,unk,0,,,,,,
2019,2019102,m,1,,Tikchik,0,60.2088,-158.4229,yes,1,5/11/19,5/12/19,05/12/19,1,0,mort,1,60.2022,-158.4474,brown bear,,,
2019,2019103,f,0,,Tikchik,0,60.1928,-158.4110,searching,2,5/10/19,5/12/19,08/22/19,104,102,unk,0,,,,,,
2019,2019104,f,0,,Tikchik,0,60.1858,-158.4318,yes,1,5/11/19,5/12/19,10/11/19,153,152,unk,0,,,,,,
2019,2019105,m,1,,Tikchik,0,60.2032,-158.4551,yes,1,5/11/19,5/12/19,08/08/19,89,88,mort,1,60.3923,-158.5058,unk pred,,,
2019,2019106,m,1,,Tikchik,0,60.1997,-158.4114,yes,1,5/11/19,5/12/19,03/31/20,325,324,unk,0,,,,,,
2019,2019107,m,1,,Tikchik,0,60.1894,-158.3368,yes,0,5/12/19,5/12/19,05/12/19,0,0,mort,1,60.2972,-158.6388,unk cause,,,
2019,2019108,m,1,,Tikchik,0,60.1859,-158.3257,yes,1,5/11/19,5/12/19,08/22/19,103,102,mort,1,60.5126,-158.8982,unk pred,,,
2019,2019109,f,0,,Tikchik,0,60.1761,-158.3422,yes,1,5/11/19,5/12/19,05/12/19,1,0,mort,1,60.3719,-158.4794,eagle,,,
2019,2019110,f,0,6.00,Tikchik,0,60.2415,-158.5525,searching,1,5/13/19,5/14/19,10/11/19,151,150,unk,0,,,,,,
2019,2019111,f,0,8.20,Tikchik,0,60.1978,-158.4413,yes,2,5/12/19,5/14/19,08/22/19,102,100,unk,0,60.5263,-159.2295,,,,
2019,2019112,f,0,9.00,Tikchik,0,60.1913,-158.4399,yes,2,5/12/19,5/14/19,05/31/19,19,17,unk,0,,,,,,
2019,2019113,f,0,10.00,Tikchik,0,60.1868,-158.4400,searching,2,5/12/19,5/14/19,05/31/19,19,17,mort,1,60.2656,-158.7157,unk pred,,,
2019,2019114,f,0,8.20,Tikchik,0,60.1610,-158.3572,yes,1,5/13/19,5/14/19,05/14/19,1,0,mort,1,60.1855,-158.4897,unk cause,,,
2019,2019115,f,0,10.20,Tikchik,0,60.1742,-158.3182,yes,2,5/12/19,5/14/19,04/10/20,334,332,unk,0,,,,,,
2019,2019116,m,1,9.00,Tikchik,0,60.1401,-158.3177,yes,1,5/13/19,5/14/19,05/14/19,1,0,mort,1,60.3216,-158.5127,brown bear,,,
2019,2019117,m,1,9.00,Tikchik,0,60.1588,-158.3182,yes,1,5/13/19,5/14/19,05/17/19,4,3,mort,1,60.3194,-158.4856,black bear,,,
2019,2019118,f,0,8.20,Tikchik,0,60.1588,-158.3182,yes,1,5/13/19,5/14/19,12/04/19,205,204,unk,0,,,,,,
2019,2019119,f,0,6.80,Tikchik,0,60.1508,-158.3434,yes,1,5/13/19,5/14/19,05/14/19,1,0,mort,1,60.2133,-158.4008,eagle,,,
2019,2019120,f,0,8.80,Tikchik,0,60.2197,-158.2603,yes,1,5/13/19,5/14/19,05/14/19,1,0,mort,1,60.3066,-158.4713,unk cause,,,
2019,2019121,m,1,8.20,Tikchik,0,60.2458,-158.2609,yes,2,5/12/19,5/14/19,05/31/19,19,17,unk,0,,,,,,
2019,2019122,f,0,7.20,Tikchik,0,60.2531,-158.3553,yes,1,5/13/19,5/14/19,05/31/19,18,17,mort,1,60.3239,-159.3044,unk pred,,,
2019,2019123,m,1,8.20,Tikchik,0,60.2276,-158.3134,yes,0,5/14/19,5/14/19,05/14/19,0,0,mort,1,60.4433,-158.5075,unk cause,,,
2019,2019124,m,1,7.40,Tikchik,0,60.2138,-158.3010,searching,2,5/12/19,5/14/19,05/31/19,19,17,mort,1,60.0608,-159.5039,unk pred,,,
2019,2019125,f,0,8.40,Tikchik,0,60.1641,-158.2136,yes,2,5/14/19,5/16/19,05/19/19,5,3,mort,1,60.1486,-158.3487,unk pred,,,
2019,2019126,f,0,7.60,Tikchik,0,60.1446,-158.2945,yes,1,5/15/19,5/16/19,05/16/19,1,0,mort,1,60.3719,-158.4990,unk cause,,,
2019,2019127,m,1,9.40,Tikchik,0,60.1956,-158.3415,yes,2,5/14/19,5/16/19,05/31/19,17,15,mort,1,59.9540,-160.1024,unk pred,,,
2019,2019128,f,0,8.40,Tikchik,0,60.1764,-158.3656,yes,1,5/15/19,5/16/19,05/19/19,4,3,mort,1,60.4367,-158.6447,eagle,,,
2019,2019129,f,0,8.80,Tikchik,0,60.1925,-158.4064,yes,2,5/14/19,5/16/19,10/11/19,150,148,unk,0,,,,,,
2019,2019130,m,1,9.20,Tikchik,0,60.1849,-158.4492,yes,2,5/14/19,5/16/19,05/31/19,17,15,mort,1,60.3728,-158.7924,unk pred,,,
2019,2019131,m,1,9.00,Tikchik,0,,,yes,2,5/14/19,5/16/19,05/19/19,5,3,mort,1,60.2138,-158.4356,unk pred,,,
2019,2019132,f,0,6.80,Tikchik,0,60.2588,-158.4910,yes,4,5/12/19,5/16/19,05/17/19,5,1,mort,1,60.3586,-158.5372,brown bear,,,
2019,2019133,m,1,7.20,Tikchik,0,60.3434,-158.3885,searching,1,5/15/19,5/16/19,05/19/19,4,3,mort,1,60.4358,-158.7915,unk pred,,,
2019,2019134,m,1,8.20,Tikchik,0,60.3598,-158.3785,yes,2,5/14/19,5/16/19,03/10/20,301,299,unk,0,,,,,,
2019,2019135,m,1,7.60,Tikchik,0,60.3580,-158.3537,yes,1,5/15/19,5/16/19,05/19/19,4,3,mort,1,60.3110,-158.0491,wolf,,,
2019,2019136,f,0,7.20,Tikchik,0,60.3572,-158.2805,yes,2,5/14/19,5/16/19,05/19/19,5,3,mort,1,60.2694,-158.4123,unk pred,,,
2019,2019137,f,0,8.80,Tikchik,0,60.2538,-158.2868,yes,2,5/14/19,5/16/19,05/17/19,3,1,mort,1,60.3450,-158.3433,brown bear,,,
2019,2019138,f,0,10.20,Tikchik,0,60.2094,-158.2428,yes,2,5/14/19,5/16/19,02/11/20,273,271,unk,0,,,,,,
2019,2019139,f,0,7.80,Tikchik,0,60.1167,-158.2717,yes,2,5/14/19,5/16/19,05/17/19,3,1,mort,1,60.3215,-158.4860,black bear,,,
2019,2019140,m,1,13.00,Tikchik,0,60.1188,-158.4976,yes,3,5/15/19,5/18/19,05/18/19,3,0,mort,1,60.1114,-158.5344,unk pred,,,
2019,2019141,m,1,9.20,Tikchik,0,60.0655,-158.4835,yes,2,5/16/19,5/18/19,08/22/19,98,96,mort,1,60.3571,-160.5801,unk pred,,,
2019,2019142,m,1,9.00,Tikchik,0,60.1307,-158.3092,yes,2,5/16/19,5/18/19,05/31/19,15,13,unk,0,,,,,,
2019,2019143,m,1,8.00,Tikchik,0,60.1337,-158.3949,yes,2,5/16/19,5/18/19,05/19/19,3,1,mort,1,60.1334,-158.3475,unk pred,,,
2019,2019144,f,0,8.60,Tikchik,0,60.2589,-158.5082,yes,0,5/18/19,5/18/19,05/19/19,1,1,mort,1,60.3019,-158.2672,unk pred,,,
2019,2019145,f,0,8.80,Tikchik,0,60.3065,-158.5058,yes,0,5/18/19,5/18/19,05/19/19,1,1,unk,0,60.3069,-158.5036,,,,
2019,2019146,m,1,7.20,Tikchik,0,60.3393,-158.2598,yes,1,5/17/19,5/18/19,05/19/19,2,1,mort,1,60.3527,-158.2226,unk pred,,,
2019,2019147,m,1,9.40,Tikchik,0,60.3343,-158.2558,searching,2,5/16/19,5/18/19,05/18/19,2,0,mort,1,60.4378,-158.5124,wolf,,,
2019,2019148,f,0,8.20,Tikchik,0,60.3018,-158.2746,yes,1,5/17/19,5/18/19,05/18/19,1,0,mort,1,60.3194,-158.0141,wolf,,,
2019,2019149,m,1,,Tikchik,0,60.2620,-158.3506,yes,1,5/17/19,5/18/19,05/19/19,2,1,unk,0,60.2109,-158.3335,,,,
2019,2019150,m,1,13.00,Tikchik,0,60.2365,-158.2387,yes,4,5/16/19,5/20/19,03/10/20,299,295,unk,0,,,,,,
2019,2019151, unk ,2,,Tikchik,0,60.2484,-158.2356,yes,0,5/20/19,5/20/19,05/20/19,0,0,capture mort,2,60.2484,-158.2356,abandoned,capture related,,
2019,2019152,m,1,9.20,Tikchik,0,60.2531,-158.2368,yes,3,5/17/19,5/20/19,05/21/19,4,1,mort,1,60.2555,-158.5853,unk pred,,,
2019,2019153,f,0,9.60,Tikchik,0,60.2645,-158.2249,yes,3,5/17/19,5/20/19,10/11/19,147,144,unk,0,,,,,,
2019,2019154,m,1,8.00,Tikchik,0,60.3001,-158.1740,yes,2,5/18/19,5/20/19,05/21/19,3,1,unk,0,60.4332,-158.7194,,,,
2019,2019155,f,0,9.80,Tikchik,0,60.3335,-158.5858,yes,1,5/19/19,5/20/19,05/21/19,2,1,unk,0,60.3170,-158.5518,,,,
2019,2019156,m,1,8.20,Tikchik,0,60.3216,-158.6070,yes,1,5/19/19,5/20/19,05/20/19,1,0,mort,1,,,unk pred,no waypoint,,
2019,2019157,f,0,9.80,Tikchik,0,60.3216,-158.6070,yes,2,5/18/19,5/20/19,05/21/19,3,1,unk,0,,,,,,
2019,2019158,m,1,,Tikchik,0,60.3312,-158.6238,yes,1,5/19/19,5/20/19,05/21/19,2,1,mort,1,60.1496,-159.7382,unk pred,,,
2019,2019159,m,1,,Tikchik,0,60.3495,-158.6462,yes,1,5/19/19,5/20/19,10/11/19,145,144,unk,0,,,,,,
2019,2019160, unk ,2,,Tikchik,0,60.3445,-158.6856,searching,1,5/19/19,5/20/19,05/21/19,2,1,mort,1,60.4912,-158.9087,unk pred,,,
2019,2019200,f,0,6.00,Mosquito/MCH,1,60.6635,-155.9796,yes,1,5/12/19,5/13/19,08/08/19,88,87,mort,1,60.6308,-156.0593,unk pred,,,
2019,2019201,f,0,7.00,Mosquito/MCH,1,60.6635,-155.9796,yes,0,5/13/19,5/13/19,10/11/19,151,151,mort,1,60.2284,-156.5367,unk pred,,,
2019,2019202,m,1,10.00,Mosquito/MCH,1,60.6635,-155.9796,searching,3,5/10/19,5/13/19,08/08/19,90,87,mort,1,59.6073,-155.9866,unk cause,,,
2019,2019203,f,0,7.00,Mosquito/MCH,1,60.6750,-155.9658,yes,1,5/12/19,5/13/19,05/14/20,368,367,unk,0,,,,,,
2019,2019204,m,1,10.00,Mosquito/MCH,1,60.6577,-155.9584,yes,1,5/12/19,5/13/19,05/19/19,7,6,mort,1,60.6250,-156.0835,unk pred,,,
2019,2019205,f,0,9.00,Mosquito/MCH,1,60.6175,-156.2798,searching,0,5/13/19,5/13/19,10/11/19,151,151,unk,0,59.5339,-156.7904,,,,
2019,2019206,m,1,8.00,Mosquito/MCH,1,60.6415,-156.1343,searching,1,5/12/19,5/13/19,10/11/19,152,151,mort,1,60.4523,-155.4014,unk pred,,,
2019,2019207,f,0,9.00,Mosquito/MCH,1,60.6314,-156.1482,searching,1,5/12/19,5/13/19,10/11/19,152,151,mort,1,59.9243,-156.3072,unk cause,,,
2019,2019208,f,0,8.60,Mosquito/MCH,1,60.6438,-156.0634,yes,1,5/12/19,5/13/19,10/11/19,152,151,mort,1,60.1049,-156.4390,unk cause,,,
2019,2019209,m,1,10.00,Mosquito/MCH,1,60.6311,-156.0142,searching,2,5/11/19,5/13/19,01/08/20,242,240,mort,1,59.2914,-156.8313,unk pred,,,
2019,2019210,m,1,10.40,Mosquito/MCH,1,60.6711,-155.9129,yes,2,5/13/19,5/15/19,06/27/19,45,43,unk,0,59.7976,-156.6736,,,,
2019,2019211,f,0,9.80,Mosquito/MCH,1,60.6613,-155.9672,yes,1,5/14/19,5/15/19,10/11/19,150,149,unk,0,59.6211,-156.8227,,,,
2019,2019212,f,0,9.60,Mosquito/MCH,1,60.6465,-155.9810,yes,2,5/13/19,5/15/19,10/11/19,151,149,unk,0,60.4055,-156.0867,,,,
2019,2019213,m,1,9.00,Mosquito/MCH,1,60.6743,-155.9747,searching,1,5/14/19,5/15/19,08/08/19,86,85,unk,0,60.0236,-156.8950,,,,
2019,2019214,f,0,8.00,Mosquito/MCH,1,60.7051,-155.8731,searching,1,5/14/19,5/15/19,08/08/19,86,85,mort,1,59.9317,-156.8395,unk pred,,,
2019,2019215,m,1,9.00,Mosquito/MCH,1,60.7043,-156.1253,yes,2,5/13/19,5/15/19,05/31/19,18,16,mort,1,60.3630,-156.5181,unk pred,,,
2019,2019216,f,0,9.00,Mosquito/MCH,1,60.6959,-156.1072,searching,2,5/13/19,5/15/19,08/08/19,87,85,mort,1,60.4641,-156.1561,unk pred,,,
2019,2019217,f,0,8.40,Mosquito/MCH,1,60.6230,-156.1847,yes,2,5/13/19,5/15/19,06/27/19,45,43,mort,1,60.3379,-156.8846,unk pred,,,
2019,2019218,f,0,9.20,Mosquito/MCH,1,60.7042,-156.1700,searching,2,5/13/19,5/15/19,01/08/20,240,238,mort,1,59.7753,-156.6635,unk cause,,,
2019,2019219,m,1,10.40,Mosquito/MCH,1,60.6692,-156.1809,yes,3,5/12/19,5/15/19,05/31/19,19,16,mort,1,59.9846,-156.9730,unk pred,,,
2019,2019220,m,1,11.00,Mosquito/MCH,1,60.6346,-156.1684,yes,3,5/12/19,5/15/19,05/14/20,368,365,unk,0,,,,,,
2019,2019221,f,0,9.40,Mosquito/MCH,1,,,yes,3,5/12/19,5/15/19,10/11/19,152,149,unk,0,,,,,,
2019,2019222,m,1,9.20,Mosquito/MCH,1,60.6437,-156.1389,yes,1,5/14/19,5/15/19,06/27/19,44,43,mort,1,59.9794,-157.1128,unk pred,age yest estimated/recorded at capture,,
2019,2019223,m,1,,Mosquito/MCH,1,60.6478,-156.2222,yes,2,5/13/19,5/15/19,05/15/19,2,0,mort,1,60.6755,-156.3961,unk pred,,,
2019,2019224,m,1,8.20,Mosquito/MCH,1,60.6478,-156.2470,yes,2,5/13/19,5/15/19,05/17/19,4,2,mort,1,60.7816,-156.3589,unk pred,,,
2019,2019225,m,1,8.00,Mosquito/MCH,1,60.6696,-155.2611,yes,1,5/16/19,5/17/19,05/17/19,1,0,mort,1,60.7769,-155.4036,unk pred,,,
2019,2019226,m,1,8.40,Mosquito/MCH,1,60.6734,-155.6638,searching,2,5/15/19,5/17/19,05/17/19,2,0,mort,1,60.7716,-155.7867,unk pred,,,
2019,2019227,m,1,12.20,Mosquito/MCH,1,60.6753,-155.6787,yes,3,5/14/19,5/17/19,06/27/19,44,41,mort,1,60.4766,-156.4579,unk pred,,,
2019,2019228,m,1,10.40,Mosquito/MCH,1,60.6877,-155.6795,yes,2,5/15/19,5/17/19,05/19/19,4,2,mort,1,60.6476,-155.6690,unk pred,,,
2019,2019229,m,1,9.00,Mosquito/MCH,1,60.6999,-156.0120,searching,1,5/16/19,5/17/19,02/09/20,269,268,unk,0,59.8000,-156.6923,,,,
2019,2019230,m,1,8.00,Mosquito/MCH,1,60.5813,-156.1193,searching,1,5/16/19,5/17/19,08/08/19,84,83,mort,1,60.0327,-156.7304,unk pred,,,
2019,2019231,m,1,10.00,Mosquito/MCH,1,60.5631,-156.0829,yes,2,5/17/19,5/19/19,06/12/19,26,24,mort,1,59.5394,-156.7681,unk pred,,,
2019,2019232,m,1,8.20,Mosquito/MCH,1,60.6022,-156.0903,yes,2,5/17/19,5/19/19,05/19/19,2,0,mort,1,60.6348,-155.8545,unk pred,,,
2019,2019233,m,1,8.40,Mosquito/MCH,1,60.6022,-156.0903,yes,1,5/18/19,5/19/19,05/20/19,2,1,mort,1,60.6500,-156.0714,unk pred,,,
2019,2019234,f,0,6.60,Mosquito/MCH,1,60.6116,-156.0833,yes,1,5/18/19,5/19/19,05/19/19,1,0,unk,0,60.5548,-155.8587,,,,
2019,2019235,f,0,6.60,Mosquito/MCH,1,60.6047,-156.0835,yes,1,5/18/19,5/19/19,05/19/19,1,0,mort,1,60.6350,-156.0756,unk pred,,,
2019,2019236,m,1,10.20,Mosquito/MCH,1,60.6002,-156.0694,no,2,5/17/19,5/19/19,05/19/19,2,0,mort,1,60.6630,-156.1687,unk pred,,,
2019,2019237,m,1,10.50,Mosquito/MCH,1,60.5937,-156.0390,yes,3,5/16/19,5/19/19,10/11/19,148,145,unk,0,59.3393,-156.9800,,,,
2019,2019238,m,1,9.80,Mosquito/MCH,1,60.5927,-156.0374,yes,2,5/17/19,5/19/19,06/27/19,41,39,mort,1,60.5477,-156.1578,unk pred,,,
2019,2019239,f,0,8.80,Mosquito/MCH,1,60.6393,-156.1531,yes,2,5/17/19,5/19/19,02/09/20,268,266,unk,0,59.6702,-156.4823,,,,
2019,2019240,m,1,9.20,Mosquito/MCH,1,60.6254,-156.1255,yes,1,5/18/19,5/19/19,05/19/19,1,0,mort,1,60.6039,-156.1399,unk pred,,,
2020,2020100,f,0,9.50,Mosquito/MCH,1,60.4509,-156.1099,yes,1,5/15/20,5/16/20,7/29/20,75,74,unk,0,,,,,,
2020,2020101,m,1,9.50,Mosquito/MCH,1,60.4812,-156.3072,yes,1,5/15/20,5/16/20,5/23/20,8,7,mort,1,60.5656,-156.2598,unk pred,,,
2020,2020102,m,1,9.00,Mosquito/MCH,1,60.4711,-156.3566,no,2,5/14/20,5/16/20,7/29/20,76,74,mort,1,60.2536,-155.9199,unk pred,,,
2020,2020103,m,1,8.50,Mosquito/MCH,1,60.5743,-156.2885,yes,0,5/16/20,5/16/20,7/29/20,74,74,mort,1,60.2890,-156.4093,unk pred,,,
2020,2020104,m,1,9.50,Mosquito/MCH,1,60.5742,-156.2504,yes,2,5/14/20,5/16/20,9/22/20,131,129,unk,0,,,,,,
2020,2020105,f,0,8.50,Mosquito/MCH,1,60.5723,-156.2089,unk,2,5/14/20,5/16/20,5/22/21,373,371,unk,0,,,,,,
2020,2020106,f,0,7.50,Mosquito/MCH,1,60.5706,-156.1793,unk,1,5/15/20,5/16/20,5/23/20,8,7,mort,1,60.4824,-156.2078,unk pred,,,
2020,2020107,f,0,5.50,Mosquito/MCH,1,60.5725,-156.1487,yes,1,5/15/20,5/16/20,5/16/20,1,0,mort,1,60.5768,-156.1580,unk cause,vet necropsy; find results,,
2020,2020108,m,1,11.00,Mosquito/MCH,1,60.5915,-156.1388,no,1,5/15/20,5/16/20,1/25/21,255,254,mort,1,,,,,,
2020,2020109,m,1,8.00,Mosquito/MCH,1,60.5850,-156.0481,yes,2,5/14/20,5/16/20,5/16/20,na,0,unk,2,60.5996,-155.9738,,"collar only after 24hrs, likely slipped collar",,
2020,2020110, unk ,2,,Mosquito/MCH,1,60.6196,-155.9752,searching,2,5/14/20,5/16/20,9/22/20,131,129,unk,0,,,,,,
2020,2020111, unk ,2,11.00,Mosquito/MCH,1,60.6320,-155.9498,yes,3,5/13/20,5/16/20,5/11/21,363,360,unk,0,,,,,,
2020,2020112,f,0,7.50,Mosquito/MCH,1,60.6477,-155.8951,yes,3,5/13/20,5/16/20,5/17/20,4,1,mort,1,60.6635,-155.8987,wolf,,,
2020,2020113,f,0,8.50,Mosquito/MCH,1,60.6304,-155.9236,yes,1,5/15/20,5/16/20,7/29/20,75,74,mort,1,60.5608,-156.0945,unk pred,,,
2020,2020114,m,1,6.50,Mosquito/MCH,1,60.6310,-155.9012,yes,0,5/16/20,5/16/20,5/17/20,1,1,mort,1,60.6292,-155.9252,eagle,,,
2020,2020115,f,0,8.00,Mosquito/MCH,1,60.5904,-155.8594,yes,1,5/15/20,5/16/20,7/29/20,75,74,unk,0,60.5139,-155.8574,,,,
2020,2020116,f,0,9.50,Mosquito/MCH,1,60.5851,-155.8490,yes,1,5/15/20,5/16/20,5/22/21,372,371,unk,0,,,,,,
2020,2020117,m,1,7.50,Mosquito/MCH,1,60.5652,-155.8980,yes,1,5/15/20,5/16/20,7/29/20,75,74,mort,1,60.2716,-155.9971,unk pred,,,
2020,2020118,f,0,8.00,Mosquito/MCH,1,60.5258,-155.9944,searching,1,5/15/20,5/16/20,3/31/21,320,319,unk,0,,,,,,
2020,2020119,m,1,9.50,Mosquito/MCH,1,60.5450,-156.0222,yes,2,5/14/20,5/16/20,5/22/21,373,371,unk,0,,,,,,
2020,2020120,f,0,,Mosquito/MCH,1,60.5481,-156.0336,yes,0,5/16/20,5/16/20,5/11/21,360,360,unk,0,,,,,,
2020,2020121,f,0,9.50,Mosquito/MCH,1,60.7603,-155.6268,yes,3,5/17/20,5/20/20,6/3/20,17,14,mort,1,60.7545,-155.5707,unk pred,,,
2020,2020122,m,1,12.00,Mosquito/MCH,1,60.6863,-155.8295,yes,3,5/17/20,5/20/20,5/23/20,6,3,mort,1,,,,,,
2020,2020123,m,1,10.00,Mosquito/MCH,1,60.6551,-155.8200,yes,2,5/18/20,5/20/20,5/20/20,2,0,mort,1,60.6414,-155.7831,eagle,,,
2020,2020124,m,1,,Mosquito/MCH,1,60.6556,-155.8020,searching,1,5/19/20,5/20/20,5/20/20,1,0,mort,1,60.6899,-155.8112,wolf,,,
2020,2020125,f,0,,Mosquito/MCH,1,60.6439,-155.7900,yes,2,5/18/20,5/20/20,5/22/21,369,367,unk,0,,,,,,
2020,2020126,f,0,7.50,Mosquito/MCH,1,60.6241,-155.9035,yes,1,5/19/20,5/20/20,5/20/20,1,0,mort,1,60.6318,-155.9726,brown bear,,,
2020,2020127,f,0,7.50,Mosquito/MCH,1,60.6022,-155.9278,yes,2,5/18/20,5/20/20,5/11/21,358,356,unk,0,,,,,,
2020,2020128,m,1,8.00,Mosquito/MCH,1,60.6579,-155.9883,yes,2,5/18/20,5/20/20,5/23/21,370,368,unk,0,,,,,,
2020,2020129,f,0,7.90,Mosquito/MCH,1,60.5997,-155.9854,no,2,5/18/20,5/20/20,5/23/20,5,3,mort,1,60.3190,-156.4536,unk pred,,,
2020,2020130,f,0,,Mosquito/MCH,1,60.5997,-155.9854,no,2,5/18/20,5/20/20,5/20/20,2,0,unk,0,60.5999,-155.9873,,,,
2020,2020131,m,1,10.50,Mosquito/MCH,1,60.5763,-156.0298,yes,2,5/18/20,5/20/20,7/29/20,72,70,mort,1,60.5515,-156.0510,unk pred,,,
2020,2020132,m,1,10.50,Mosquito/MCH,1,60.5703,-156.0290,yes,3,5/17/20,5/20/20,7/1/20,45,42,mort,1,60.6798,-155.8966,unk pred,,,
2020,2020133,f,0,8.00,Mosquito/MCH,1,60.5788,-156.1774,searching,1,5/19/20,5/20/20,5/22/21,368,367,unk,0,,,,,,
2020,2020134,f,0,,Mosquito/MCH,1,60.5893,-156.2372,yes,1,5/19/20,5/20/20,7/29/20,71,70,unk,0,60.2568,-156.6463,,,,
